# ---------------------------------- WARNING ----------------------------------------,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,
# have not received Director's approval and as such are provisional and subject to,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,
# Additional info: http://waterdata.usgs.gov/or/nwis/help/?provisional,,,,
#,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2008-11-24 17:47:38 EST,,,,
#,,,,
# Data for the following site(s) are contained in this file,,,,
"#    USGS 14158500 MCKENZIE RIVER AT OUTLET OF CLEAR LAKE, OR",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 14158500,,,,
#    DD parameter statistic   Description,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output: ,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,
#     P  Provisional data subject to revision.  ,,,,
#     e  Value has been estimated.  ,,,,
# ,,,,
5s,15s,16d,14n,10s
USGS,14158500,5/27/1995,473,A
USGS,14158500,5/28/1995,464,A
USGS,14158500,5/29/1995,458,A
USGS,14158500,5/30/1995,454,A
USGS,14158500,5/31/1995,451,A
USGS,14158500,6/1/1995,446,A
USGS,14158500,6/2/1995,439,A
USGS,14158500,6/3/1995,431,A
USGS,14158500,6/4/1995,422,A
USGS,14158500,6/5/1995,418,A
USGS,14158500,6/6/1995,416,A
USGS,14158500,6/7/1995,412,A
USGS,14158500,6/8/1995,406,A
USGS,14158500,6/9/1995,403,A
USGS,14158500,6/10/1995,402,A
USGS,14158500,6/11/1995,403,A
USGS,14158500,6/12/1995,400,A
USGS,14158500,6/13/1995,400,A
USGS,14158500,6/14/1995,404,A
USGS,14158500,6/15/1995,405,A
USGS,14158500,6/16/1995,399,A
USGS,14158500,6/17/1995,400,A
USGS,14158500,6/18/1995,402,A
USGS,14158500,6/19/1995,402,A
USGS,14158500,6/20/1995,403,A
USGS,14158500,6/21/1995,408,A
USGS,14158500,6/22/1995,411,A
USGS,14158500,6/23/1995,411,A
USGS,14158500,6/24/1995,409,A
USGS,14158500,6/25/1995,406,A
USGS,14158500,6/26/1995,403,A
USGS,14158500,6/27/1995,399,A
USGS,14158500,6/28/1995,395,A
USGS,14158500,6/29/1995,394,A
USGS,14158500,6/30/1995,392,A
USGS,14158500,7/1/1995,389,A
USGS,14158500,7/2/1995,387,A
USGS,14158500,7/3/1995,385,A
USGS,14158500,7/4/1995,380,A
USGS,14158500,7/5/1995,376,A
USGS,14158500,7/6/1995,374,A
USGS,14158500,7/7/1995,370,A
USGS,14158500,7/8/1995,368,A
USGS,14158500,7/9/1995,374,A
USGS,14158500,7/10/1995,363,A
USGS,14158500,7/11/1995,356,A
USGS,14158500,7/12/1995,351,A
USGS,14158500,7/13/1995,346,A
USGS,14158500,7/14/1995,342,A
USGS,14158500,7/15/1995,338,A
USGS,14158500,7/16/1995,334,A
USGS,14158500,7/17/1995,330,A
USGS,14158500,7/18/1995,325,A
USGS,14158500,7/19/1995,323,A
USGS,14158500,7/20/1995,322,A
USGS,14158500,7/21/1995,312,A
USGS,14158500,7/22/1995,307,A
USGS,14158500,7/23/1995,302,A
USGS,14158500,7/24/1995,299,A
USGS,14158500,7/25/1995,295,A
USGS,14158500,7/26/1995,291,A
USGS,14158500,7/27/1995,288,A
USGS,14158500,7/28/1995,284,A
USGS,14158500,7/29/1995,281,A
USGS,14158500,7/30/1995,277,A
USGS,14158500,7/31/1995,275,A
USGS,14158500,8/1/1995,273,A
USGS,14158500,8/2/1995,271,A
USGS,14158500,8/3/1995,269,A
USGS,14158500,8/4/1995,266,A
USGS,14158500,8/5/1995,264,A
USGS,14158500,8/6/1995,262,A
USGS,14158500,8/7/1995,262,A
USGS,14158500,8/8/1995,260,A
USGS,14158500,8/9/1995,256,A
USGS,14158500,8/10/1995,255,A
USGS,14158500,8/11/1995,254,A
USGS,14158500,8/12/1995,252,A
USGS,14158500,8/13/1995,250,A
USGS,14158500,8/14/1995,249,A
USGS,14158500,8/15/1995,248,A
USGS,14158500,8/16/1995,247,A
USGS,14158500,8/17/1995,249,A
USGS,14158500,8/18/1995,245,A
USGS,14158500,8/19/1995,243,A
USGS,14158500,8/20/1995,242,A
USGS,14158500,8/21/1995,241,A
USGS,14158500,8/22/1995,239,A
USGS,14158500,8/23/1995,238,A
USGS,14158500,8/24/1995,236,A
USGS,14158500,8/25/1995,235,A
USGS,14158500,8/26/1995,233,A
USGS,14158500,8/27/1995,232,A
USGS,14158500,8/28/1995,230,A
USGS,14158500,8/29/1995,230,A
USGS,14158500,8/30/1995,228,A
USGS,14158500,8/31/1995,226,A
USGS,14158500,9/1/1995,225,A
USGS,14158500,9/2/1995,224,A
USGS,14158500,9/3/1995,222,A
USGS,14158500,9/4/1995,221,A
USGS,14158500,9/5/1995,220,A
USGS,14158500,9/6/1995,219,A
USGS,14158500,9/7/1995,217,A
USGS,14158500,9/8/1995,216,A
USGS,14158500,9/9/1995,215,A
USGS,14158500,9/10/1995,213,A
USGS,14158500,9/11/1995,212,A
USGS,14158500,9/12/1995,211,A
USGS,14158500,9/13/1995,210,A
USGS,14158500,9/14/1995,208,A
USGS,14158500,9/15/1995,207,A
USGS,14158500,9/16/1995,206,A
USGS,14158500,9/17/1995,205,A
USGS,14158500,9/18/1995,205,A
USGS,14158500,9/19/1995,203,A
USGS,14158500,9/20/1995,202,A
USGS,14158500,9/21/1995,201,A
USGS,14158500,9/22/1995,200,A
USGS,14158500,9/23/1995,199,A
USGS,14158500,9/24/1995,199,A
USGS,14158500,9/25/1995,200,A
USGS,14158500,9/26/1995,199,A
USGS,14158500,9/27/1995,201,A
USGS,14158500,9/28/1995,201,A
USGS,14158500,9/29/1995,202,A
USGS,14158500,9/30/1995,202,A
USGS,14158500,10/1/1995,202,A
USGS,14158500,10/2/1995,202,A
USGS,14158500,10/3/1995,208,A
USGS,14158500,10/4/1995,206,A
USGS,14158500,10/5/1995,205,A
USGS,14158500,10/6/1995,206,A
USGS,14158500,10/7/1995,207,A
USGS,14158500,10/8/1995,206,A
USGS,14158500,10/9/1995,205,A
USGS,14158500,10/10/1995,203,A
USGS,14158500,10/11/1995,206,A
USGS,14158500,10/12/1995,206,A
USGS,14158500,10/13/1995,204,A
USGS,14158500,10/14/1995,206,A
USGS,14158500,10/15/1995,209,A
USGS,14158500,10/16/1995,211,A
USGS,14158500,10/17/1995,212,A
USGS,14158500,10/18/1995,214,A
USGS,14158500,10/19/1995,212,A
USGS,14158500,10/20/1995,216,A
USGS,14158500,10/21/1995,217,A
USGS,14158500,10/22/1995,217,A
USGS,14158500,10/23/1995,215,A
USGS,14158500,10/24/1995,214,A
USGS,14158500,10/25/1995,216,A
USGS,14158500,10/26/1995,220,A
USGS,14158500,10/27/1995,217,A
USGS,14158500,10/28/1995,223,A
USGS,14158500,10/29/1995,229,A
USGS,14158500,10/30/1995,231,A
USGS,14158500,10/31/1995,228,A
USGS,14158500,11/1/1995,225,A
USGS,14158500,11/2/1995,221,A
USGS,14158500,11/3/1995,219,A
USGS,14158500,11/4/1995,216,A
USGS,14158500,11/5/1995,215,A
USGS,14158500,11/6/1995,216,A
USGS,14158500,11/7/1995,217,A
USGS,14158500,11/8/1995,236,A
USGS,14158500,11/9/1995,257,A
USGS,14158500,11/10/1995,282,A
USGS,14158500,11/11/1995,340,A
USGS,14158500,11/12/1995,379,A
USGS,14158500,11/13/1995,448,A
USGS,14158500,11/14/1995,573,A
USGS,14158500,11/15/1995,581,A
USGS,14158500,11/16/1995,569,A
USGS,14158500,11/17/1995,562,A
USGS,14158500,11/18/1995,588,A
USGS,14158500,11/19/1995,598,A
USGS,14158500,11/20/1995,592,A
USGS,14158500,11/21/1995,580,A
USGS,14158500,11/22/1995,565,A
USGS,14158500,11/23/1995,543,A
USGS,14158500,11/24/1995,539,A
USGS,14158500,11/25/1995,620,A
USGS,14158500,11/26/1995,717,A
USGS,14158500,11/27/1995,736,A
USGS,14158500,11/28/1995,1030,A
USGS,14158500,11/29/1995,1080,A
USGS,14158500,11/30/1995,1320,A
USGS,14158500,12/1/1995,1470,A
USGS,14158500,12/2/1995,1290,A
USGS,14158500,12/3/1995,1160,A
USGS,14158500,12/4/1995,1190,A
USGS,14158500,12/5/1995,1150,A
USGS,14158500,12/6/1995,1090,A
USGS,14158500,12/7/1995,1050,A
USGS,14158500,12/8/1995,992,A
USGS,14158500,12/9/1995,1010,A
USGS,14158500,12/10/1995,1040,A
USGS,14158500,12/11/1995,1100,A
USGS,14158500,12/12/1995,1280,A
USGS,14158500,12/13/1995,1340,A
USGS,14158500,12/14/1995,1240,A
USGS,14158500,12/15/1995,1190,A
USGS,14158500,12/16/1995,1080,A
USGS,14158500,12/17/1995,1010,A
USGS,14158500,12/18/1995,962,A
USGS,14158500,12/19/1995,919,A
USGS,14158500,12/20/1995,881,A
USGS,14158500,12/21/1995,844,A
USGS,14158500,12/22/1995,808,A
USGS,14158500,12/23/1995,772,A
USGS,14158500,12/24/1995,735,A
USGS,14158500,12/25/1995,696,A
USGS,14158500,12/26/1995,658,A
USGS,14158500,12/27/1995,624,A
USGS,14158500,12/28/1995,600,A
USGS,14158500,12/29/1995,637,A
USGS,14158500,12/30/1995,833,A
USGS,14158500,12/31/1995,1200,A
USGS,14158500,1/1/1996,1000,A
USGS,14158500,1/2/1996,889,A
USGS,14158500,1/3/1996,895,A
USGS,14158500,1/4/1996,926,A
USGS,14158500,1/5/1996,912,A
USGS,14158500,1/6/1996,921,A
USGS,14158500,1/7/1996,938,A
USGS,14158500,1/8/1996,1020,A
USGS,14158500,1/9/1996,1030,A
USGS,14158500,1/10/1996,1020,A
USGS,14158500,1/11/1996,962,A
USGS,14158500,1/12/1996,917,A
USGS,14158500,1/13/1996,883,A
USGS,14158500,1/14/1996,863,A
USGS,14158500,1/15/1996,946,A
USGS,14158500,1/16/1996,1060,A
USGS,14158500,1/17/1996,1010,A
USGS,14158500,1/18/1996,948,A
USGS,14158500,1/19/1996,938,A
USGS,14158500,1/20/1996,907,A
USGS,14158500,1/21/1996,870,A
USGS,14158500,1/22/1996,822,A
USGS,14158500,1/23/1996,799,A
USGS,14158500,1/24/1996,773,A
USGS,14158500,1/25/1996,738,A
USGS,14158500,1/26/1996,722,A
USGS,14158500,1/27/1996,704,A
USGS,14158500,1/28/1996,678,A
USGS,14158500,1/29/1996,658,A
USGS,14158500,1/30/1996,631,A
USGS,14158500,1/31/1996,609,A
USGS,14158500,2/1/1996,592,A
USGS,14158500,2/2/1996,575,A
USGS,14158500,2/3/1996,563,A
USGS,14158500,2/4/1996,558,A
USGS,14158500,2/5/1996,561,A
USGS,14158500,2/6/1996,789,A
USGS,14158500,2/7/1996,2070,A
USGS,14158500,2/8/1996,2300,A
USGS,14158500,2/9/1996,2430,A
USGS,14158500,2/10/1996,2160,A
USGS,14158500,2/11/1996,1900,A
USGS,14158500,2/12/1996,1770,A
USGS,14158500,2/13/1996,1630,A
USGS,14158500,2/14/1996,1520,A
USGS,14158500,2/15/1996,1420,A
USGS,14158500,2/16/1996,1350,A
USGS,14158500,2/17/1996,1320,A
USGS,14158500,2/18/1996,1540,A
USGS,14158500,2/19/1996,1600,A
USGS,14158500,2/20/1996,1420,A
USGS,14158500,2/21/1996,1310,A
USGS,14158500,2/22/1996,1230,A
USGS,14158500,2/23/1996,1190,A
USGS,14158500,2/24/1996,1150,A
USGS,14158500,2/25/1996,1100,A
USGS,14158500,2/26/1996,1060,A
USGS,14158500,2/27/1996,1020,A
USGS,14158500,2/28/1996,989,A
USGS,14158500,2/29/1996,956,A
USGS,14158500,3/1/1996,923,A
USGS,14158500,3/2/1996,892,A
USGS,14158500,3/3/1996,866,A
USGS,14158500,3/4/1996,850,A
USGS,14158500,3/5/1996,832,A
USGS,14158500,3/6/1996,798,A
USGS,14158500,3/7/1996,776,A
USGS,14158500,3/8/1996,763,A
USGS,14158500,3/9/1996,766,A
USGS,14158500,3/10/1996,788,A
USGS,14158500,3/11/1996,826,A
USGS,14158500,3/12/1996,860,A
USGS,14158500,3/13/1996,857,A
USGS,14158500,3/14/1996,844,A
USGS,14158500,3/15/1996,838,A
USGS,14158500,3/16/1996,828,A
USGS,14158500,3/17/1996,819,A
USGS,14158500,3/18/1996,806,A
USGS,14158500,3/19/1996,799,A
USGS,14158500,3/20/1996,791,A
USGS,14158500,3/21/1996,778,A
USGS,14158500,3/22/1996,778,A
USGS,14158500,3/23/1996,760,A
USGS,14158500,3/24/1996,744,A
USGS,14158500,3/25/1996,726,A
USGS,14158500,3/26/1996,711,A
USGS,14158500,3/27/1996,699,A
USGS,14158500,3/28/1996,686,A
USGS,14158500,3/29/1996,671,A
USGS,14158500,3/30/1996,657,A
USGS,14158500,3/31/1996,664,A
USGS,14158500,4/1/1996,715,A
USGS,14158500,4/2/1996,749,A
USGS,14158500,4/3/1996,752,A
USGS,14158500,4/4/1996,744,A
USGS,14158500,4/5/1996,741,A
USGS,14158500,4/6/1996,748,A
USGS,14158500,4/7/1996,767,A
USGS,14158500,4/8/1996,793,A
USGS,14158500,4/9/1996,815,A
USGS,14158500,4/10/1996,807,A
USGS,14158500,4/11/1996,798,A
USGS,14158500,4/12/1996,801,A
USGS,14158500,4/13/1996,783,A
USGS,14158500,4/14/1996,772,A
USGS,14158500,4/15/1996,771,A
USGS,14158500,4/16/1996,804,A
USGS,14158500,4/17/1996,816,A
USGS,14158500,4/18/1996,800,A
USGS,14158500,4/19/1996,788,A
USGS,14158500,4/20/1996,776,A
USGS,14158500,4/21/1996,766,A
USGS,14158500,4/22/1996,786,A
USGS,14158500,4/23/1996,940,A
USGS,14158500,4/24/1996,1480,A
USGS,14158500,4/25/1996,1280,A
USGS,14158500,4/26/1996,1130,A
USGS,14158500,4/27/1996,1070,A
USGS,14158500,4/28/1996,1030,A
USGS,14158500,4/29/1996,999,A
USGS,14158500,4/30/1996,979,A
USGS,14158500,5/1/1996,960,A
USGS,14158500,5/2/1996,937,A
USGS,14158500,5/3/1996,910,A
USGS,14158500,5/4/1996,877,A
USGS,14158500,5/5/1996,846,A
USGS,14158500,5/6/1996,815,A
USGS,14158500,5/7/1996,783,A
USGS,14158500,5/8/1996,750,A
USGS,14158500,5/9/1996,719,A
USGS,14158500,5/10/1996,692,A
USGS,14158500,5/11/1996,669,A
USGS,14158500,5/12/1996,655,A
USGS,14158500,5/13/1996,655,A
USGS,14158500,5/14/1996,697,A
USGS,14158500,5/15/1996,774,A
USGS,14158500,5/16/1996,816,A
USGS,14158500,5/17/1996,820,A
USGS,14158500,5/18/1996,915,A
USGS,14158500,5/19/1996,1010,A
USGS,14158500,5/20/1996,971,A
USGS,14158500,5/21/1996,922,A
USGS,14158500,5/22/1996,948,A
USGS,14158500,5/23/1996,969,A
USGS,14158500,5/24/1996,951,A
USGS,14158500,5/25/1996,933,A
USGS,14158500,5/26/1996,905,A
USGS,14158500,5/27/1996,877,A
USGS,14158500,5/28/1996,850,A
USGS,14158500,5/29/1996,825,A
USGS,14158500,5/30/1996,793,A
USGS,14158500,5/31/1996,762,A
USGS,14158500,6/1/1996,730,A
USGS,14158500,6/2/1996,700,A
USGS,14158500,6/3/1996,677,A
USGS,14158500,6/4/1996,655,A
USGS,14158500,6/5/1996,634,A
USGS,14158500,6/6/1996,615,A
USGS,14158500,6/7/1996,599,A
USGS,14158500,6/8/1996,584,A
USGS,14158500,6/9/1996,572,A
USGS,14158500,6/10/1996,559,A
USGS,14158500,6/11/1996,548,A
USGS,14158500,6/12/1996,538,A
USGS,14158500,6/13/1996,528,A
USGS,14158500,6/14/1996,520,A
USGS,14158500,6/15/1996,514,A
USGS,14158500,6/16/1996,509,A
USGS,14158500,6/17/1996,503,A
USGS,14158500,6/18/1996,499,A
USGS,14158500,6/19/1996,488,A
USGS,14158500,6/20/1996,482,A
USGS,14158500,6/21/1996,475,A
USGS,14158500,6/22/1996,469,A
USGS,14158500,6/23/1996,472,A
USGS,14158500,6/24/1996,472,A
USGS,14158500,6/25/1996,465,A
USGS,14158500,6/26/1996,463,A
USGS,14158500,6/27/1996,463,A
USGS,14158500,6/28/1996,461,A
USGS,14158500,6/29/1996,459,A
USGS,14158500,6/30/1996,458,A
USGS,14158500,7/1/1996,457,A
USGS,14158500,7/2/1996,455,A
USGS,14158500,7/3/1996,454,A
USGS,14158500,7/4/1996,452,A
USGS,14158500,7/5/1996,449,A
USGS,14158500,7/6/1996,446,A
USGS,14158500,7/7/1996,443,A
USGS,14158500,7/8/1996,441,A
USGS,14158500,7/9/1996,439,A
USGS,14158500,7/10/1996,435,A
USGS,14158500,7/11/1996,432,A
USGS,14158500,7/12/1996,429,A
USGS,14158500,7/13/1996,425,A
USGS,14158500,7/14/1996,422,A
USGS,14158500,7/15/1996,419,A
USGS,14158500,7/16/1996,415,A
USGS,14158500,7/17/1996,412,A
USGS,14158500,7/18/1996,410,A
USGS,14158500,7/19/1996,404,A
USGS,14158500,7/20/1996,399,A
USGS,14158500,7/21/1996,395,A
USGS,14158500,7/22/1996,390,A
USGS,14158500,7/23/1996,387,A
USGS,14158500,7/24/1996,382,A
USGS,14158500,7/25/1996,378,A
USGS,14158500,7/26/1996,374,A
USGS,14158500,7/27/1996,369,A
USGS,14158500,7/28/1996,366,A
USGS,14158500,7/29/1996,362,A
USGS,14158500,7/30/1996,359,A
USGS,14158500,7/31/1996,356,A
USGS,14158500,8/1/1996,352,A
USGS,14158500,8/2/1996,351,A
USGS,14158500,8/3/1996,347,A
USGS,14158500,8/4/1996,343,A
USGS,14158500,8/5/1996,340,A
USGS,14158500,8/6/1996,338,A
USGS,14158500,8/7/1996,334,A
USGS,14158500,8/8/1996,331,A
USGS,14158500,8/9/1996,329,A
USGS,14158500,8/10/1996,327,A
USGS,14158500,8/11/1996,324,A
USGS,14158500,8/12/1996,322,A
USGS,14158500,8/13/1996,319,A
USGS,14158500,8/14/1996,317,A
USGS,14158500,8/15/1996,315,A
USGS,14158500,8/16/1996,313,A
USGS,14158500,8/17/1996,310,A
USGS,14158500,8/18/1996,309,A
USGS,14158500,8/19/1996,306,A
USGS,14158500,8/20/1996,304,A
USGS,14158500,8/21/1996,302,A
USGS,14158500,8/22/1996,299,A
USGS,14158500,8/23/1996,298,A
USGS,14158500,8/24/1996,296,A
USGS,14158500,8/25/1996,294,A
USGS,14158500,8/26/1996,293,A
USGS,14158500,8/27/1996,293,A
USGS,14158500,8/28/1996,290,A
USGS,14158500,8/29/1996,287,A
USGS,14158500,8/30/1996,286,A
USGS,14158500,8/31/1996,284,A
USGS,14158500,9/1/1996,283,A
USGS,14158500,9/2/1996,281,A
USGS,14158500,9/3/1996,280,A
USGS,14158500,9/4/1996,279,A
USGS,14158500,9/5/1996,277,A
USGS,14158500,9/6/1996,275,A
USGS,14158500,9/7/1996,274,A
USGS,14158500,9/8/1996,273,A
USGS,14158500,9/9/1996,272,A
USGS,14158500,9/10/1996,270,A
USGS,14158500,9/11/1996,269,A
USGS,14158500,9/12/1996,268,A
USGS,14158500,9/13/1996,267,A
USGS,14158500,9/14/1996,267,A
USGS,14158500,9/15/1996,273,A
USGS,14158500,9/16/1996,270,A
USGS,14158500,9/17/1996,269,A
USGS,14158500,9/18/1996,268,A
USGS,14158500,9/19/1996,269,A
USGS,14158500,9/20/1996,269,A
USGS,14158500,9/21/1996,268,A
USGS,14158500,9/22/1996,268,A
USGS,14158500,9/23/1996,267,A
USGS,14158500,9/24/1996,265,A
USGS,14158500,9/25/1996,264,A
USGS,14158500,9/26/1996,262,A
USGS,14158500,9/27/1996,261,A
USGS,14158500,9/28/1996,259,A
USGS,14158500,9/29/1996,258,A
USGS,14158500,9/30/1996,256,A
USGS,14158500,10/1/1996,254,A
USGS,14158500,10/2/1996,252,A
USGS,14158500,10/3/1996,251,A
USGS,14158500,10/4/1996,250,A
USGS,14158500,10/5/1996,250,A
USGS,14158500,10/6/1996,248,A
USGS,14158500,10/7/1996,246,A
USGS,14158500,10/8/1996,245,A
USGS,14158500,10/9/1996,243,A
USGS,14158500,10/10/1996,242,A
USGS,14158500,10/11/1996,240,A
USGS,14158500,10/12/1996,240,A
USGS,14158500,10/13/1996,243,A
USGS,14158500,10/14/1996,240,A
USGS,14158500,10/15/1996,241,A
USGS,14158500,10/16/1996,241,A
USGS,14158500,10/17/1996,242,A
USGS,14158500,10/18/1996,258,A
USGS,14158500,10/19/1996,259,A
USGS,14158500,10/20/1996,260,A
USGS,14158500,10/21/1996,263,A
USGS,14158500,10/22/1996,269,A
USGS,14158500,10/23/1996,272,A
USGS,14158500,10/24/1996,299,A
USGS,14158500,10/25/1996,321,A
USGS,14158500,10/26/1996,337,A
USGS,14158500,10/27/1996,355,A
USGS,14158500,10/28/1996,368,A
USGS,14158500,10/29/1996,380,A
USGS,14158500,10/30/1996,384,A
USGS,14158500,10/31/1996,390,A
USGS,14158500,11/1/1996,395,A
USGS,14158500,11/2/1996,398,A
USGS,14158500,11/3/1996,400,A
USGS,14158500,11/4/1996,403,A
USGS,14158500,11/5/1996,400,A
USGS,14158500,11/6/1996,398,A
USGS,14158500,11/7/1996,396,A
USGS,14158500,11/8/1996,391,A
USGS,14158500,11/9/1996,388,A
USGS,14158500,11/10/1996,384,A
USGS,14158500,11/11/1996,382,A
USGS,14158500,11/12/1996,379,A
USGS,14158500,11/13/1996,384,A
USGS,14158500,11/14/1996,384,A
USGS,14158500,11/15/1996,382,A
USGS,14158500,11/16/1996,387,A
USGS,14158500,11/17/1996,393,A
USGS,14158500,11/18/1996,431,A
USGS,14158500,11/19/1996,1050,A
USGS,14158500,11/20/1996,1520,A
USGS,14158500,11/21/1996,976,A
USGS,14158500,11/22/1996,862,A
USGS,14158500,11/23/1996,855,A
USGS,14158500,11/24/1996,969,A
USGS,14158500,11/25/1996,1070,A
USGS,14158500,11/26/1996,980,A
USGS,14158500,11/27/1996,930,A
USGS,14158500,11/28/1996,1050,A
USGS,14158500,11/29/1996,986,A
USGS,14158500,11/30/1996,934,A
USGS,14158500,12/1/1996,1070,A
USGS,14158500,12/2/1996,993,A
USGS,14158500,12/3/1996,914,A
USGS,14158500,12/4/1996,939,A
USGS,14158500,12/5/1996,1290,A
USGS,14158500,12/6/1996,1110,A
USGS,14158500,12/7/1996,1000,A
USGS,14158500,12/8/1996,1050,A
USGS,14158500,12/9/1996,1010,A
USGS,14158500,12/10/1996,1020,A
USGS,14158500,12/11/1996,1000,A
USGS,14158500,12/12/1996,966,A
USGS,14158500,12/13/1996,925,A
USGS,14158500,12/14/1996,861,A
USGS,14158500,12/15/1996,811,A
USGS,14158500,12/16/1996,774,A
USGS,14158500,12/17/1996,739,A
USGS,14158500,12/18/1996,701,A
USGS,14158500,12/19/1996,664,A
USGS,14158500,12/20/1996,642,A
USGS,14158500,12/21/1996,620,A
USGS,14158500,12/22/1996,588,A
USGS,14158500,12/23/1996,571,A
USGS,14158500,12/24/1996,561,A
USGS,14158500,12/25/1996,745,A
USGS,14158500,12/26/1996,1430,A
USGS,14158500,12/27/1996,1570,A
USGS,14158500,12/28/1996,1230,A
USGS,14158500,12/29/1996,1240,A
USGS,14158500,12/30/1996,1640,A
USGS,14158500,12/31/1996,1760,A
USGS,14158500,1/1/1997,2240,A
USGS,14158500,1/2/1997,2300,A
USGS,14158500,1/3/1997,2160,A
USGS,14158500,1/4/1997,1890,A
USGS,14158500,1/5/1997,1700,A
USGS,14158500,1/6/1997,1540,A
USGS,14158500,1/7/1997,1420,A
USGS,14158500,1/8/1997,1310,A
USGS,14158500,1/9/1997,1220,A
USGS,14158500,1/10/1997,1170,A
USGS,14158500,1/11/1997,1120,A
USGS,14158500,1/12/1997,1060,A
USGS,14158500,1/13/1997,1000,A
USGS,14158500,1/14/1997,957,A
USGS,14158500,1/15/1997,919,A
USGS,14158500,1/16/1997,882,A
USGS,14158500,1/17/1997,872,A
USGS,14158500,1/18/1997,858,A
USGS,14158500,1/19/1997,837,A
USGS,14158500,1/20/1997,824,A
USGS,14158500,1/21/1997,809,A
USGS,14158500,1/22/1997,786,A
USGS,14158500,1/23/1997,762,A
USGS,14158500,1/24/1997,739,A
USGS,14158500,1/25/1997,724,A
USGS,14158500,1/26/1997,712,A
USGS,14158500,1/27/1997,679,A
USGS,14158500,1/28/1997,686,A
USGS,14158500,1/29/1997,678,A
USGS,14158500,1/30/1997,702,A
USGS,14158500,1/31/1997,1270,A
USGS,14158500,2/1/1997,1760,A
USGS,14158500,2/2/1997,1290,A
USGS,14158500,2/3/1997,1100,A
USGS,14158500,2/4/1997,1050,A
USGS,14158500,2/5/1997,1020,A
USGS,14158500,2/6/1997,997,A
USGS,14158500,2/7/1997,974,A
USGS,14158500,2/8/1997,940,A
USGS,14158500,2/9/1997,907,A
USGS,14158500,2/10/1997,871,A
USGS,14158500,2/11/1997,841,A
USGS,14158500,2/12/1997,817,A
USGS,14158500,2/13/1997,771,A
USGS,14158500,2/14/1997,739,A
USGS,14158500,2/15/1997,713,A
USGS,14158500,2/16/1997,686,A
USGS,14158500,2/17/1997,684,A
USGS,14158500,2/18/1997,680,A
USGS,14158500,2/19/1997,717,A
USGS,14158500,2/20/1997,719,A
USGS,14158500,2/21/1997,703,A
USGS,14158500,2/22/1997,692,A
USGS,14158500,2/23/1997,680,A
USGS,14158500,2/24/1997,669,A
USGS,14158500,2/25/1997,657,A
USGS,14158500,2/26/1997,649,A
USGS,14158500,2/27/1997,643,A
USGS,14158500,2/28/1997,622,A
USGS,14158500,3/1/1997,617,A
USGS,14158500,3/2/1997,618,A
USGS,14158500,3/3/1997,596,A
USGS,14158500,3/4/1997,576,A
USGS,14158500,3/5/1997,563,A
USGS,14158500,3/6/1997,562,A
USGS,14158500,3/7/1997,565,A
USGS,14158500,3/8/1997,562,A
USGS,14158500,3/9/1997,566,A
USGS,14158500,3/10/1997,657,A
USGS,14158500,3/11/1997,891,A
USGS,14158500,3/12/1997,876,A
USGS,14158500,3/13/1997,801,A
USGS,14158500,3/14/1997,775,A
USGS,14158500,3/15/1997,813,A
USGS,14158500,3/16/1997,1040,A
USGS,14158500,3/17/1997,1230,A
USGS,14158500,3/18/1997,1090,A
USGS,14158500,3/19/1997,1050,A
USGS,14158500,3/20/1997,1140,A
USGS,14158500,3/21/1997,1130,A
USGS,14158500,3/22/1997,1060,A
USGS,14158500,3/23/1997,1020,A
USGS,14158500,3/24/1997,990,A
USGS,14158500,3/25/1997,974,A
USGS,14158500,3/26/1997,988,A
USGS,14158500,3/27/1997,1010,A
USGS,14158500,3/28/1997,983,A
USGS,14158500,3/29/1997,939,A
USGS,14158500,3/30/1997,910,A
USGS,14158500,3/31/1997,883,A
USGS,14158500,4/1/1997,851,A
USGS,14158500,4/2/1997,818,A
USGS,14158500,4/3/1997,793,A
USGS,14158500,4/4/1997,767,A
USGS,14158500,4/5/1997,736,A
USGS,14158500,4/6/1997,709,A
USGS,14158500,4/7/1997,685,A
USGS,14158500,4/8/1997,675,A
USGS,14158500,4/9/1997,660,A
USGS,14158500,4/10/1997,644,A
USGS,14158500,4/11/1997,630,A
USGS,14158500,4/12/1997,620,A
USGS,14158500,4/13/1997,619,A
USGS,14158500,4/14/1997,645,A
USGS,14158500,4/15/1997,680,A
USGS,14158500,4/16/1997,717,A
USGS,14158500,4/17/1997,760,A
USGS,14158500,4/18/1997,802,A
USGS,14158500,4/19/1997,870,A
USGS,14158500,4/20/1997,1180,A
USGS,14158500,4/21/1997,1160,A
USGS,14158500,4/22/1997,1100,A
USGS,14158500,4/23/1997,1200,A
USGS,14158500,4/24/1997,1190,A
